"GEO_ID","NAME","B19013_001E","B19013_001M"
"id","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)"
"0500000US37147","Pitt County, North Carolina","53401","3100"
"0500000US37151","Randolph County, North Carolina","49742","2544"
"0500000US37155","Robeson County, North Carolina","35035","3180"
"0500000US37157","Rockingham County, North Carolina","43230","3586"
"0500000US37159","Rowan County, North Carolina","51927","3441"
"0500000US37161","Rutherford County, North Carolina","44361","3283"
"0500000US37171","Surry County, North Carolina","49250","4722"
"0500000US37179","Union County, North Carolina","85985","5134"
"0500000US37183","Wake County, North Carolina","84215","2081"
"0500000US37191","Wayne County, North Carolina","44596","3414"
"0500000US37193","Wilkes County, North Carolina","43290","5319"
"0500000US37195","Wilson County, North Carolina","38830","4122"
"0500000US38015","Burleigh County, North Dakota","72494","5065"
"0500000US38017","Cass County, North Dakota","62218","4861"
"0500000US38035","Grand Forks County, North Dakota","56622","3096"
"0500000US38101","Ward County, North Dakota","71415","6293"
"0500000US39003","Allen County, Ohio","60429","5584"
"0500000US39007","Ashtabula County, Ohio","44580","5729"
"0500000US39009","Athens County, Ohio","41851","6158"
"0500000US39013","Belmont County, Ohio","49780","4279"
"0500000US39017","Butler County, Ohio","68584","2871"
"0500000US39023","Clark County, Ohio","50128","2888"
"0500000US39025","Clermont County, Ohio","67744","3727"
"0500000US39029","Columbiana County, Ohio","53542","3918"
"0500000US39035","Cuyahoga County, Ohio","52423","979"
"0500000US39041","Delaware County, Ohio","107854","6281"
"0500000US39043","Erie County, Ohio","60653","6021"
"0500000US39045","Fairfield County, Ohio","71469","5311"
"0500000US39049","Franklin County, Ohio","64713","1821"
"0500000US39055","Geauga County, Ohio","77391","4959"
"0500000US39057","Greene County, Ohio","67394","6409"
"0500000US39061","Hamilton County, Ohio","60198","1528"
"0500000US39063","Hancock County, Ohio","60944","5477"
"0500000US39081","Jefferson County, Ohio","47445","4663"
"0500000US39085","Lake County, Ohio","64076","3856"
"0500000US39089","Licking County, Ohio","66013","4293"
"0500000US39093","Lorain County, Ohio","58686","2216"
"0500000US39095","Lucas County, Ohio","49448","2110"
"0500000US39099","Mahoning County, Ohio","47170","3414"
"0500000US39101","Marion County, Ohio","50608","4364"
"0500000US39103","Medina County, Ohio","76468","5611"
"0500000US39109","Miami County, Ohio","62451","5264"
"0500000US39113","Montgomery County, Ohio","54537","2342"
"0500000US39119","Muskingum County, Ohio","51844","7238"
"0500000US39133","Portage County, Ohio","56679","2408"
"0500000US39139","Richland County, Ohio","51783","3328"
"0500000US39141","Ross County, Ohio","55717","10074"
"0500000US39145","Scioto County, Ohio","45571","7455"
"0500000US39151","Stark County, Ohio","55499","1953"
"0500000US39153","Summit County, Ohio","57364","2302"
"0500000US39155","Trumbull County, Ohio","47087","2778"
"0500000US39157","Tuscarawas County, Ohio","53616","3420"
"0500000US39165","Warren County, Ohio","90837","4158"
"0500000US39169","Wayne County, Ohio","57458","4410"
"0500000US39173","Wood County, Ohio","63791","4007"
"0500000US40017","Canadian County, Oklahoma","73635","5498"
"0500000US40027","Cleveland County, Oklahoma","64290","3089"
"0500000US40031","Comanche County, Oklahoma","51300","3579"
"0500000US40037","Creek County, Oklahoma","54969","5332"
"0500000US40101","Muskogee County, Oklahoma","42450","4535"
"0500000US40109","Oklahoma County, Oklahoma","56235","1358"
"0500000US40119","Payne County, Oklahoma","41272","2754"
"0500000US40125","Pottawatomie County, Oklahoma","53511","3677"
"0500000US40131","Rogers County, Oklahoma","66132","3533"
"0500000US40143","Tulsa County, Oklahoma","57483","1515"
"0500000US40145","Wagoner County, Oklahoma","64319","4127"
"0500000US41003","Benton County, Oregon","70835","5994"
"0500000US41005","Clackamas County, Oregon","80294","4259"
"0500000US41017","Deschutes County, Oregon","71643","5972"
"0500000US41019","Douglas County, Oregon","48585","3412"
"0500000US41029","Jackson County, Oregon","56450","3420"
"0500000US41033","Josephine County, Oregon","47573","5399"
"0500000US41035","Klamath County, Oregon","56348","5298"
"0500000US41039","Lane County, Oregon","57325","2404"
"0500000US41043","Linn County, Oregon","61488","3018"
"0500000US41047","Marion County, Oregon","64306","2008"
"0500000US41051","Multnomah County, Oregon","72900","2475"
"0500000US41053","Polk County, Oregon","72914","9499"
"0500000US41059","Umatilla County, Oregon","60425","6176"
"0500000US41067","Washington County, Oregon","85734","3162"
"0500000US41071","Yamhill County, Oregon","72904","4546"
"0500000US42001","Adams County, Pennsylvania","67715","4662"
"0500000US42003","Allegheny County, Pennsylvania","64871","1418"
"0500000US42005","Armstrong County, Pennsylvania","57636","3751"
"0500000US42007","Beaver County, Pennsylvania","60672","3120"
"0500000US42011","Berks County, Pennsylvania","67708","2892"
"0500000US42013","Blair County, Pennsylvania","51004","3742"
"0500000US42017","Bucks County, Pennsylvania","93767","3193"
"0500000US42019","Butler County, Pennsylvania","72262","4809"
"0500000US42021","Cambria County, Pennsylvania","49076","3154"
"0500000US42025","Carbon County, Pennsylvania","61111","5077"
"0500000US42027","Centre County, Pennsylvania","60706","3993"
"0500000US42029","Chester County, Pennsylvania","102016","3677"
"0500000US42033","Clearfield County, Pennsylvania","45643","3618"
"0500000US42037","Columbia County, Pennsylvania","54570","6273"
"0500000US42039","Crawford County, Pennsylvania","49428","3765"
"0500000US42041","Cumberland County, Pennsylvania","75391","2549"
"0500000US42043","Dauphin County, Pennsylvania","60733","2917"
"0500000US42045","Delaware County, Pennsylvania","77339","4322"
"0500000US42049","Erie County, Pennsylvania","51818","1845"
"0500000US42051","Fayette County, Pennsylvania","48509","2743"
"0500000US42055","Franklin County, Pennsylvania","62484","4314"
"0500000US42063","Indiana County, Pennsylvania","51914","3503"
"0500000US42069","Lackawanna County, Pennsylvania","53826","3270"
"0500000US42071","Lancaster County, Pennsylvania","67376","2343"
"0500000US42073","Lawrence County, Pennsylvania","50547","3852"
"0500000US42075","Lebanon County, Pennsylvania","61204","4171"
"0500000US42077","Lehigh County, Pennsylvania","65667","3310"
"0500000US42079","Luzerne County, Pennsylvania","53972","3026"
"0500000US42081","Lycoming County, Pennsylvania","53881","4811"
"0500000US42085","Mercer County, Pennsylvania","54543","2750"
"0500000US42089","Monroe County, Pennsylvania","62413","4524"
"0500000US42091","Montgomery County, Pennsylvania","92302","1934"
"0500000US42095","Northampton County, Pennsylvania","74328","3380"
"0500000US42097","Northumberland County, Pennsylvania","47349","3810"
"0500000US42101","Philadelphia County, Pennsylvania","47474","1609"
"0500000US42107","Schuylkill County, Pennsylvania","56295","2054"
"0500000US42111","Somerset County, Pennsylvania","48895","2432"
"0500000US42125","Washington County, Pennsylvania","65431","4078"
"0500000US42129","Westmoreland County, Pennsylvania","59073","3395"
"0500000US42133","York County, Pennsylvania","69172","2508"
"0500000US44003","Kent County, Rhode Island","74474","3467"
"0500000US44005","Newport County, Rhode Island","81652","4678"
"0500000US44007","Providence County, Rhode Island","62994","2696"
"0500000US44009","Washington County, Rhode Island","90003","10553"
"0500000US45003","Aiken County, South Carolina","55634","6810"
"0500000US45007","Anderson County, South Carolina","54322","4167"
"0500000US45013","Beaufort County, South Carolina","74127","4032"
"0500000US45015","Berkeley County, South Carolina","69398","3695"
"0500000US45019","Charleston County, South Carolina","71531","2664"
"0500000US45031","Darlington County, South Carolina","44606","5155"
"0500000US45035","Dorchester County, South Carolina","68200","6149"
"0500000US45041","Florence County, South Carolina","50082","3475"
"0500000US45045","Greenville County, South Carolina","64412","2843"
"0500000US45047","Greenwood County, South Carolina","42148","3370"
"0500000US45051","Horry County, South Carolina","53694","2584"
"0500000US45055","Kershaw County, South Carolina","55198","8222"
"0500000US45057","Lancaster County, South Carolina","63924","5459"
"0500000US45059","Laurens County, South Carolina","47218","6102"
"0500000US45063","Lexington County, South Carolina","61631","2469"
"0500000US45073","Oconee County, South Carolina","48204","5954"
"0500000US45075","Orangeburg County, South Carolina","37701","3540"
"0500000US45077","Pickens County, South Carolina","52190","4750"
"0500000US45079","Richland County, South Carolina","52293","2456"
"0500000US45083","Spartanburg County, South Carolina","55339","3024"
"0500000US45085","Sumter County, South Carolina","51025","3907"
"0500000US45091","York County, South Carolina","66949","4857"
"0500000US46099","Minnehaha County, South Dakota","61968","3417"
"0500000US46103","Pennington County, South Dakota","58085","4236"
"0500000US47001","Anderson County, Tennessee","49044","5511"
"0500000US47009","Blount County, Tennessee","59276","4526"
"0500000US47011","Bradley County, Tennessee","52468","5149"
"0500000US47037","Davidson County, Tennessee","63938","2439"
"0500000US47059","Greene County, Tennessee","44722","5473"
"0500000US47065","Hamilton County, Tennessee","57502","2831"
"0500000US47093","Knox County, Tennessee","60283","2427"
"0500000US47113","Madison County, Tennessee","49820","3970"
"0500000US47119","Maury County, Tennessee","66781","2585"
"0500000US47125","Montgomery County, Tennessee","56948","4433"
"0500000US47141","Putnam County, Tennessee","49282","4756"
"0500000US47147","Robertson County, Tennessee","66939","6714"
"0500000US47149","Rutherford County, Tennessee","69397","3316"
"0500000US47155","Sevier County, Tennessee","57741","5866"
"0500000US47157","Shelby County, Tennessee","52614","2477"
"0500000US47163","Sullivan County, Tennessee","51860","4362"
"0500000US47165","Sumner County, Tennessee","68743","3889"
"0500000US47179","Washington County, Tennessee","51428","5236"
"0500000US47187","Williamson County, Tennessee","115507","7624"
"0500000US47189","Wilson County, Tennessee","80071","6534"
"0500000US48005","Angelina County, Texas","53320","4598"
"0500000US48021","Bastrop County, Texas","57938","14278"
"0500000US48027","Bell County, Texas","54560","3637"
"0500000US48029","Bexar County, Texas","58964","1326"
"0500000US48037","Bowie County, Texas","51802","4116"
"0500000US48039","Brazoria County, Texas","84904","6050"
"0500000US48041","Brazos County, Texas","55121","4694"
"0500000US48061","Cameron County, Texas","41123","2705"
"0500000US48085","Collin County, Texas","96134","2691"
"0500000US48091","Comal County, Texas","89315","5992"
"0500000US48099","Coryell County, Texas","53504","2776"
"0500000US48113","Dallas County, Texas","61796","872"
"0500000US48121","Denton County, Texas","90523","2864"
"0500000US48135","Ector County, Texas","67205","6300"
"0500000US48139","Ellis County, Texas","78797","4736"
"0500000US48141","El Paso County, Texas","48903","2259"
"0500000US48157","Fort Bend County, Texas","101293","3485"
"0500000US48167","Galveston County, Texas","74977","6212"
"0500000US48181","Grayson County, Texas","57476","3818"
"0500000US48183","Gregg County, Texas","53793","5737"
"0500000US48187","Guadalupe County, Texas","79768","4653"
"0500000US48201","Harris County, Texas","61618","748"
"0500000US48203","Harrison County, Texas","58817","9901"
"0500000US48209","Hays County, Texas","72058","4103"
"0500000US48213","Henderson County, Texas","51521","6198"
"0500000US48215","Hidalgo County, Texas","41800","1745"
"0500000US48231","Hunt County, Texas","58063","3781"
"0500000US48245","Jefferson County, Texas","55797","3157"
"0500000US48251","Johnson County, Texas","66319","4113"
"0500000US48257","Kaufman County, Texas","75775","5855"
"0500000US48291","Liberty County, Texas","50049","5447"
"0500000US48303","Lubbock County, Texas","55003","2327"
"0500000US48309","McLennan County, Texas","50845","3041"
"0500000US48329","Midland County, Texas","82558","7656"
"0500000US48339","Montgomery County, Texas","88695","4920"
"0500000US48347","Nacogdoches County, Texas","47572","6843"
"0500000US48355","Nueces County, Texas","56789","3701"
"0500000US48361","Orange County, Texas","69052","9545"
"0500000US48367","Parker County, Texas","83262","6017"
"0500000US48375","Potter County, Texas","37297","4242"
"0500000US48381","Randall County, Texas","70651","3548"
"0500000US48397","Rockwall County, Texas","103378","8133"
"0500000US48409","San Patricio County, Texas","57899","3915"
"0500000US48423","Smith County, Texas","59584","5217"
"0500000US48439","Tarrant County, Texas","70139","1343"
"0500000US48441","Taylor County, Texas","55351","4625"
"0500000US48451","Tom Green County, Texas","55988","7608"
"0500000US48453","Travis County, Texas","80726","1375"
"0500000US48469","Victoria County, Texas","57358","7939"
"0500000US48471","Walker County, Texas","47170","10466"
"0500000US48479","Webb County, Texas","56084","4178"
"0500000US48485","Wichita County, Texas","51749","2931"
"0500000US48491","Williamson County, Texas","92179","3372"
"0500000US48497","Wise County, Texas","71421","10020"
"0500000US49005","Cache County, Utah","62507","3908"
"0500000US49011","Davis County, Utah","87427","4701"
"0500000US49035","Salt Lake County, Utah","80119","1727"
"0500000US49045","Tooele County, Utah","80973","8098"
"0500000US49049","Utah County, Utah","79545","2567"
"0500000US49053","Washington County, Utah","63595","5890"
"0500000US49057","Weber County, Utah","72206","3200"
"0500000US50007","Chittenden County, Vermont","76806","3335"
"0500000US51003","Albemarle County, Virginia","86399","5154"
"0500000US51013","Arlington County, Virginia","119755","4315"
"0500000US51015","Augusta County, Virginia","62668","5486"
"0500000US51019","Bedford County, Virginia","69125","6200"
"0500000US51041","Chesterfield County, Virginia","81297","3265"
"0500000US51059","Fairfax County, Virginia","128374","3352"
"0500000US51061","Fauquier County, Virginia","104809","5958"
"0500000US51069","Frederick County, Virginia","86229","7748"
"0500000US51085","Hanover County, Virginia","89812","6448"
"0500000US51087","Henrico County, Virginia","68024","3325"
"0500000US51095","James City County, Virginia","91674","6640"
"0500000US51107","Loudoun County, Virginia","151800","4420"
"0500000US51121","Montgomery County, Virginia","60045","5649"
"0500000US51153","Prince William County, Virginia","106861","4562"
"0500000US51161","Roanoke County, Virginia","71715","4991"
"0500000US51165","Rockingham County, Virginia","69423","8215"
"0500000US51177","Spotsylvania County, Virginia","91073","6011"
"0500000US51179","Stafford County, Virginia","110446","9609"
"0500000US51199","York County, Virginia","91241","7596"
"0500000US51510","Alexandria city, Virginia","103284","4138"
"0500000US51550","Chesapeake city, Virginia","77847","5541"
"0500000US51650","Hampton city, Virginia","56930","5618"
"0500000US51680","Lynchburg city, Virginia","54850","6836"
"0500000US51700","Newport News city, Virginia","53029","3959"
"0500000US51710","Norfolk city, Virginia","53093","2206"
"0500000US51740","Portsmouth city, Virginia","51195","4303"
"0500000US51760","Richmond city, Virginia","51285","3617"
"0500000US51770","Roanoke city, Virginia","45838","5826"
"0500000US51800","Suffolk city, Virginia","80481","5694"
"0500000US51810","Virginia Beach city, Virginia","79054","2722"
"0500000US53005","Benton County, Washington","72084","5196"
"0500000US53007","Chelan County, Washington","59161","4641"
"0500000US53009","Clallam County, Washington","57126","4556"
"0500000US53011","Clark County, Washington","80555","2341"
"0500000US53015","Cowlitz County, Washington","55497","4559"
"0500000US53021","Franklin County, Washington","61951","6488"
"0500000US53025","Grant County, Washington","56997","4893"
"0500000US53027","Grays Harbor County, Washington","61026","3531"
"0500000US53029","Island County, Washington","72066","3938"
"0500000US53033","King County, Washington","102594","2243"
"0500000US53035","Kitsap County, Washington","79624","3941"
"0500000US53041","Lewis County, Washington","58911","3679"
"0500000US53045","Mason County, Washington","63983","7177"
"0500000US53053","Pierce County, Washington","79243","2670"
"0500000US53057","Skagit County, Washington","67175","4330"
"0500000US53061","Snohomish County, Washington","89260","2649"
"0500000US53063","Spokane County, Washington","59974","2153"
"0500000US53067","Thurston County, Washington","78512","4232"
"0500000US53073","Whatcom County, Washington","69372","4862"
"0500000US53077","Yakima County, Washington","56233","3396"
"0500000US54003","Berkeley County, West Virginia","62370","4870"
"0500000US54011","Cabell County, West Virginia","40788","3484"
"0500000US54033","Harrison County, West Virginia","54314","3457"
"0500000US54039","Kanawha County, West Virginia","47759","3899"
"0500000US54061","Monongalia County, West Virginia","55940","4418"
"0500000US54081","Raleigh County, West Virginia","46540","7284"
"0500000US54107","Wood County, West Virginia","47944","5908"
"0500000US55009","Brown County, Wisconsin","64458","3713"
"0500000US55025","Dane County, Wisconsin","77504","3180"
"0500000US55027","Dodge County, Wisconsin","61300","2119"
"0500000US55035","Eau Claire County, Wisconsin","65662","3914"
"0500000US55039","Fond du Lac County, Wisconsin","65329","4646"
"0500000US55055","Jefferson County, Wisconsin","71708","5901"
"0500000US55059","Kenosha County, Wisconsin","65997","4897"
"0500000US55063","La Crosse County, Wisconsin","58921","3969"
"0500000US55071","Manitowoc County, Wisconsin","60785","3913"
"0500000US55073","Marathon County, Wisconsin","65851","2868"
"0500000US55079","Milwaukee County, Wisconsin","53418","1809"
"0500000US55087","Outagamie County, Wisconsin","66234","2467"
"0500000US55089","Ozaukee County, Wisconsin","88154","5715"
"0500000US55097","Portage County, Wisconsin","56358","3830"
"0500000US55101","Racine County, Wisconsin","60779","3086"
"0500000US55105","Rock County, Wisconsin","61243","3116"
"0500000US55109","St. Croix County, Wisconsin","85594","5885"
"0500000US55117","Sheboygan County, Wisconsin","60706","3449"
"0500000US55127","Walworth County, Wisconsin","63549","3888"
"0500000US55131","Washington County, Wisconsin","80513","5146"
"0500000US55133","Waukesha County, Wisconsin","90548","3117"
"0500000US55139","Winnebago County, Wisconsin","58347","3320"
"0500000US55141","Wood County, Wisconsin","56278","4359"
"0500000US56021","Laramie County, Wyoming","70567","4460"
"0500000US56025","Natrona County, Wyoming","65034","6007"
"0500000US72013","Arecibo Municipio, Puerto Rico","18977","2527"
"0500000US72021","Bayamón Municipio, Puerto Rico","27386","1736"
"0500000US72025","Caguas Municipio, Puerto Rico","24507","2981"
"0500000US72031","Carolina Municipio, Puerto Rico","27658","2395"
"0500000US72061","Guaynabo Municipio, Puerto Rico","37499","2917"
"0500000US72097","Mayagüez Municipio, Puerto Rico","14525","2282"
"0500000US72113","Ponce Municipio, Puerto Rico","15130","1328"
"0500000US72127","San Juan Municipio, Puerto Rico","23005","1448"
"0500000US72135","Toa Alta Municipio, Puerto Rico","28440","4985"
"0500000US72137","Toa Baja Municipio, Puerto Rico","23368","2771"
"0500000US72139","Trujillo Alto Municipio, Puerto Rico","32244","5350"
